sus1 50,sus1 50
0.000715731,0
0.000717099,0
0.000718465,0
0.00071983,0
0.000721195,0
0.000722558,0
0.000723919,0
0.00072528,0
0.00072664,0
0.000727999,0
0.000729357,0
0.000730713,0
0.000732069,0
0.000733423,0
0.000734777,0
0.00073613,0
0.000737481,0
0.000738832,0
0.000740182,0
0.000741531,0
0.000742879,0
0.000744226,0
0.000745572,0
0.000746917,0
0.000748261,0
0.000749605,0
0.000750947,0
0.000752289,0
0.00075363,0
0.00075497,0
0.00075631,0
0.000757648,0
0.000758986,0
0.000760323,0
0.000761659,0
0.000762995,0
0.000764329,0
0.000765663,0
0.000766997,0
0.000768329,0
0.000769661,0
0.000770993,0
0.000772323,0
0.000773653,0
0.000774982,0
0.000776311,0
0.000777639,0
0.000778967,0
0.000780293,0
0.00078162,0
0.000782945,0
7.84E-04,0
7.86E-04,0
7.87E-04,0
7.88E-04,0
7.90E-04,0
7.91E-04,0
7.92E-04,0
7.94E-04,0
7.95E-04,0
7.96E-04,0
7.97E-04,0
7.99E-04,0
8.00E-04,0
8.01E-04,0
0.00080277,0
0.000804089,0
0.000805406,0
0.000806724,0
0.000808041,0
0.000809358,0
0.000810674,0
0.00081199,0
0.000813306,0
0.000814621,0
0.000815936,0
0.000817251,0
0.000818566,0
0.00081988,0
0.000821194,0
0.000822508,0
0.000823822,0
0.000825136,0
0.000826449,0
0.000827762,0
0.000829075,0
0.000830388,0
0.0008317,0
0.000833013,0
0.000834325,0
0.000835637,0
0.00083695,0
0.000838262,0
0.000839574,0
0.000840885,0
0.000842197,0
0.000843509,0
0.000844821,0
0.000846133,0
0.000847444,0
0.000848756,0
0.000850068,0
0.000851379,0
0.000852691,0
0.000854003,0
0.000855315,0
0.000856627,0
0.000857938,0
0.000859251,0
0.000860563,0
0.000861875,0
0.000863187,0
0.0008645,0
0.000865812,0
0.000867125,0
0.000868438,0
0.000869751,0
0.000871064,0
0.000872378,0
0.000873691,0
0.000875005,0
0.000876319,0
0.000877634,0
0.000878948,0
0.000880263,0
0.000881578,0
0.000882894,0
0.000884209,0
0.000885525,0
0.000886842,0
0.000888158,0
0.000889475,0
0.000890792,0
0.00089211,0
0.000893428,0
0.000894746,0
0.000896065,0
0.000897384,0
0.000898704,0
0.000900024,0
0.000901344,0
0.000902665,0
0.000903986,0
0.000905308,0
0.00090663,0
0.000907953,0
0.000909276,0
0.000910599,0
0.000911924,0
0.000913248,0
0.000914574,0
0.000915899,0
0.000917226,0
0.000918552,0
0.00091988,0
0.000921208,0
0.000922537,0
0.000923866,0
0.000925196,0
0.000926526,0
0.000927857,0
0.000929189,0
0.000930522,0
0.000931855,0
0.000933188,0
0.000934523,0
0.000935858,0
