ies1 50,ies1 100,ies1 50,ies1 100
0,0,0.002060272,0.000732386
0,0,0.002074428,0.000737092
0,0,0.002088562,0.000741798
0,0,0.002102674,0.000746502
0,0,0.002116763,0.000751207
0,0,0.002130831,0.000755911
0,0,0.002144876,0.000760614
0,0,0.002158899,0.000765317
0,0,0.0021729,0.00077002
0,0,0.002186879,0.000774722
0,0,0.002200836,0.000779423
0,0,0.002214771,0.000784124
0,0,0.002228683,0.000788825
0,0,0.002242574,0.000793525
0,0,0.002256443,0.000798224
0,0,0.00227029,0.000802923
0,0,0.002284115,0.000807621
0,0,0.002297918,0.000812319
0,0,0.002311699,0.000817017
0,0,0.002325459,0.000821713
0,0,0.002339196,0.00082641
0,0,0.002352912,0.000831105
0,0,0.002366606,0.000835801
0,0,0.002380278,0.000840495
0,0,0.002393928,0.000845189
0,0,0.002407557,0.000849883
0,0,0.002421164,0.000854576
0,0,0.002434749,0.000859268
0,0,0.002448313,0.00086396
0,0,0.002461855,0.000868651
0,0,0.002475376,0.000873342
0,0,0.002488875,0.000878032
0,0,0.002502352,0.000882722
0,0,0.002515808,0.000887411
0,0,0.002529242,0.000892099
0,0,0.002542655,0.000896787
0,0,0.002556047,0.000901474
0,0,0.002569417,0.000906161
0,0,0.002582765,0.000910847
0,0,0.002596092,0.000915532
0,0,0.002609398,0.000920217
0,0,0.002622683,0.000924901
0,0,0.002635946,0.000929584
0,0,0.002649188,0.000934267
0,0,0.002662408,0.00093895
0,0,0.002675608,0.000943631
0,0,0.002688786,0.000948312
0,0,0.002701943,0.000952993
0,0,0.002715079,0.000957673
0,0,0.002728193,0.000962352
0,0,0.002741287,0.00096703
0,0,0.002754359,0.000971708
0,0,0.00276741,0.000976385
0,0,0.00278044,0.000981062
0,0,0.002793449,0.000985737
0,0,0.002806438,0.000990413
0,0,0.002819405,0.000995087
0,0,0.002832351,0.000999761
0,0,0.002845276,0.001004434
0,0,0.00285818,0.001009107
0,0,0.002871063,0.001013779
0,0,0.002883926,0.00101845
0,0,0.002896767,0.00102312
0,0,0.002909588,0.00102779
0,0,0.002922388,0.001032459
0,0,0.002935167,0.001037127
0,0,0.002947926,0.001041795
0,0,0.002960663,0.001046462
0,0,0.00297338,0.001051128
0,0,0.002986076,0.001055794
0,0,0.002998752,0.001060458
0,0,0.003011406,0.001065123
0,0,0.003024041,0.001069786
0,0,0.003036654,0.001074449
0,0,0.003049247,0.00107911
0,0,0.00306182,0.001083772
0,0,0.003074371,0.001088432
0,0,0.003086903,0.001093092
0,0,0.003099414,0.001097751
0,0,0.003111904,0.001102409
0,0,0.003124374,0.001107066
0,0,0.003136823,0.001111723
0,0,0.003149252,0.001116379
0,0,0.003161661,0.001121034
0,0,0.003174049,0.001125689
0,0,0.003186417,0.001130342
0,0,0.003198765,0.001134995
0,0,0.003211092,0.001139647
0,0,0.003223399,0.001144299
0,0,0.003235686,0.001148949
0,0,0.003247952,0.001153599
0,0,0.003260198,0.001158248
0,0,0.003272425,0.001162896
0,0,0.00328463,0.001167544
0,0,0.003296816,0.00117219
0,0,0.003308982,0.001176836
0,0,0.003321127,0.001181481
0,0,0.003333253,0.001186125
0,0,0.003345358,0.001190769
0,0,0.003357444,0.001195411
0,0,0.003369509,0.001200053
0,0,0.003381554,0.001204694
0,0,0.00339358,0.001209334
0,0,0.003405585,0.001213973
0,0,0.003417571,0.001218612
0,0,0.003429536,0.001223249
0,0,0.003441482,0.001227886
0,0,0.003453408,0.001232522
0,0,0.003465314,0.001237157
0,0,0.0034772,0.001241791
0,0,0.003489066,0.001246425
0,0,0.003500913,0.001251057
0,0,0.00351274,0.001255689
0,0,0.003524547,0.00126032
0,0,0.003536334,0.00126495
0,0,0.003548102,0.001269579
0,0,0.00355985,0.001274207
0,0,0.003571579,0.001278834
0,0,0.003583287,0.001283461
0,0,0.003594977,0.001288086
0,0,0.003606646,0.001292711
0,0,0.003618296,0.001297335
0,0,0.003629927,0.001301958
0,0,0.003641538,0.00130658
0,0,0.003653129,0.001311201
0,0,0.003664701,0.001315821
0,0,0.003676254,0.001320441
0,0,0.003687787,0.001325059
0,0,0.003699301,0.001329677
0,0,0.003710795,0.001334293
0,0,0.00372227,0.001338909
0,0,0.003733726,0.001343524
0,0,0.003745162,0.001348137
0,0,0.003756579,0.00135275
0,0,0.003767977,0.001357362
0,0,0.003779355,0.001361973
0,0,0.003790715,0.001366584
0,0,0.003802055,0.001371193
0,0,0.003813376,0.001375801
0,0,0.003824677,0.001380408
0,0,0.00383596,0.001385015
0,0,0.003847223,0.00138962
0,0,0.003858468,0.001394224
0,0,0.003869693,0.001398828
0,0,0.003880899,0.00140343
0,0,0.003892086,0.001408032
0,0,0.003903254,0.001412633
0,0,0.003914403,0.001417232
0,0,0.003925533,0.001421831
0,0,0.003936644,0.001426429
0,0,0.003947737,0.001431025
0,0,0.00395881,0.001435621
0,0,0.003969864,0.001440216
0,0,0.0039809,0.001444809
0,0,0.003991917,0.001449402
0,0,0.004002915,0.001453994
0,0,0.004013894,0.001458585
0,0,0.004024854,0.001463174
0,0,0.004035795,0.001467763
0,0,0.004046718,0.001472351
0,0,0.004057622,0.001476938
0,0,0.004068507,0.001481523
0,0,0.004079374,0.001486108
0,0,0.004090222,0.001490692
0,0,0.004101051,0.001495274
0,0,0.004111862,0.001499856
0,0,0.004122654,0.001504437
0,0,0.004133428,0.001509016
0,0,0.004144183,0.001513595
0,0,0.004154919,0.001518172
0,0,0.004165637,0.001522749
0,0,0.004176336,0.001527324
0,0,0.004187017,0.001531898
0,0,0.00419768,0.001536472
0,0,0.004208324,0.001541044
0,0,0.00421895,0.001545615
0,0,0.004229557,0.001550185
0,0,0.004240146,0.001554754
0,0,0.004250716,0.001559322
0,0,0.004261268,0.001563889
0,0,0.004271802,0.001568455
0,0,0.004282318,0.00157302
0,0,0.004292815,0.001577584
0,0,0.004303294,0.001582146
0,0,0.004313755,0.001586708
0,0,0.004324198,0.001591268
0,0,0.004334623,0.001595828
0,0,0.004345029,0.001600386
0,0,0.004355417,0.001604943
0,0,0.004365787,0.001609499
0,0,0.004376139,0.001614054
0,0,0.004386473,0.001618608
0,0,0.004396789,0.001623161
0,0,0.004407087,0.001627713
0,0,0.004417366,0.001632263
0,0,0.004427628,0.001636813
0,0,0.004437872,0.001641361
0,0,0.004448098,0.001645908
0,0,0.004458306,0.001650454
0,0,0.004468496,0.001654999
0,0,0.004478668,0.001659543
0,0,0.004488822,0.001664086
0,0,0.004498958,0.001668627
0,0,0.004509077,0.001673168
0,0,0.004519178,0.001677707
0,0,0.004529261,0.001682245
0,0,0.004539326,0.001686782
0,0,0.004549373,0.001691318
0,0,0.004559403,0.001695853
0,0,0.004569415,0.001700386
0,0,0.004579409,0.001704919
0,0,0.004589386,0.00170945
0,0,0.004599345,0.00171398
0,0,0.004609286,0.001718509
0,0,0.00461921,0.001723036
0,0,0.004629116,0.001727563
0,0,0.004639004,0.001732088
0,0,0.004648875,0.001736612
0,0,0.004658729,0.001741135
0,0,0.004668565,0.001745657
0,0,0.004678383,0.001750178
0,0,0.004688184,0.001754697
0,0,0.004697968,0.001759215
0,0,0.004707734,0.001763732
0,0,0.004717482,0.001768248
0,0,0.004727214,0.001772763
0,0,0.004736928,0.001777276
0,0,0.004746624,0.001781788
0,0,0.004756304,0.001786299
0,0,0.004765965,0.001790809
0,0,0.00477561,0.001795318
0,0,0.004785238,0.001799825
0,0,0.004794848,0.001804331
0,0,0.004804441,0.001808836
0,0,0.004814016,0.00181334
0,0,0.004823575,0.001817842
0,0,0.004833116,0.001822343
0,0,0.00484264,0.001826843
0,0,0.004852147,0.001831342
0,0,0.004861637,0.001835839
0,0,0.00487111,0.001840336
0,0,0.004880566,0.001844831
0,0,0.004890005,0.001849324
0,0,0.004899427,0.001853817
0,0,0.004908831,0.001858308
0,0,0.004918219,0.001862798
0,0,0.00492759,0.001867287
0,0,0.004936943,0.001871774
0,0,0.00494628,0.00187626
0,0,0.0049556,0.001880745
0,0,0.004964903,0.001885229
0,0,0.00497419,0.001889711
0,0,0.004983459,0.001894192
0,0,0.004992711,0.001898672
0,0,0.005001947,0.001903151
0,0,0.005011166,0.001907628
0,0,0.005020368,0.001912104
0,0,0.005029553,0.001916579
0,0,0.005038722,0.001921052
0,0,0.005047874,0.001925524
0,0,0.005057009,0.001929995
0,0,0.005066128,0.001934464
0,0,0.00507523,0.001938932
0,0,0.005084315,0.001943399
0,0,0.005093383,0.001947865
0,0,0.005102435,0.001952329
0,0,0.005111471,0.001956792
0,0,0.00512049,0.001961254
0,0,0.005129492,0.001965714
0,0,0.005138478,0.001970173
0,0,0.005147447,0.00197463
0,0,0.0051564,0.001979087
0,0,0.005165336,0.001983542
0,0,0.005174256,0.001987995
0,0,0.00518316,0.001992448
0,0,0.005192047,0.001996899
0,0,0.005200918,0.002001348
0,0,0.005209772,0.002005796
0,0,0.00521861,0.002010243
0,0,0.005227432,0.002014689
0,0,0.005236237,0.002019133
0,0,0.005245026,0.002023576
0,0,0.005253799,0.002028018
0,0,0.005262556,0.002032458
0,0,0.005271296,0.002036896
0,0,0.00528002,0.002041334
0,0,0.005288728,0.00204577
0,0,0.00529742,0.002050205
0,0,0.005306095,0.002054638
0,0,0.005314755,0.00205907
0,0,0.005323398,0.0020635
0,0,0.005332025,0.00206793
0,0,0.005340637,0.002072357
0,0,0.005349232,0.002076784
0,0,0.005357811,0.002081209
0,0,0.005366374,0.002085632
0,0,0.005374921,0.002090055
0,0,0.005383452,0.002094476
0,0,0.005391967,0.002098895
0,0,0.005400466,0.002103313
0,0,0.005408949,0.00210773
0,0,0.005417417,0.002112145
0,0,0.005425868,0.002116559
0,0,0.005434304,0.002120971
0,0,0.005442723,0.002125382
0,0,0.005451127,0.002129792
0,0,0.005459515,0.0021342
0,0,0.005467888,0.002138607
0,0,0.005476244,0.002143012
0,0,0.005484585,0.002147416
0,0,0.00549291,0.002151818
0,0,0.005501219,0.002156219
0,0,0.005509513,0.002160619
0,0,0.005517791,0.002165017
0,0,0.005526053,0.002169414
0,0,0.0055343,0.002173809
0,0,0.005542531,0.002178203
0,0,0.005550746,0.002182595
0,0,0.005558946,0.002186986
0,0,0.00556713,0.002191376
0,0,0.005575299,0.002195764
0,0,0.005583452,0.00220015
0,0,0.005591589,0.002204535
0,0,0.005599711,0.002208919
0,0,0.005607818,0.002213301
0,0,0.005615909,0.002217682
0,0,0.005623985,0.002222061
0,0,0.005632045,0.002226439
0,0,0.00564009,0.002230815
0,0,0.00564812,0.00223519
0,0,0.005656134,0.002239563
0,0,0.005664133,0.002243935
0,0,0.005672116,0.002248306
0,0,0.005680085,0.002252675
0,0,0.005688038,0.002257042
0,0,0.005695975,0.002261408
0,0,5.70E-03,2.27E-03
0,0,5.71E-03,2.27E-03
0,0,5.72E-03,2.27E-03
0,0,5.73E-03,2.28E-03
0,0,5.74E-03,2.28E-03
0,0,5.74E-03,2.29E-03
0,0,5.75E-03,2.29E-03
0,0,5.76E-03,2.30E-03
0,0,5.77E-03,2.30E-03
0,0,5.77E-03,2.30E-03
0,0,5.78E-03,2.31E-03
0,0,5.79E-03,2.31E-03
0,0,5.80E-03,2.32E-03
0,0,5.81E-03,2.32E-03
0,0,5.81E-03,2.33E-03
0,0,5.82E-03,2.33E-03
0,0,5.83E-03,2.34E-03
0,0,5.84E-03,2.34E-03
0,0,5.84E-03,2.34E-03
0,0,5.85E-03,2.35E-03
0,0,5.86E-03,2.35E-03
0,0,5.87E-03,2.36E-03
0,0,5.87E-03,2.36E-03
0,0,5.88E-03,2.37E-03
0,0,5.89E-03,2.37E-03
0,0,5.90E-03,2.37E-03
0,0,5.90E-03,2.38E-03
0,0,5.91E-03,2.38E-03
0,0,5.92E-03,2.39E-03
0,0,5.93E-03,2.39E-03
0,0,5.93E-03,2.40E-03
0,0,5.94E-03,2.40E-03
0,0,5.95E-03,2.40E-03
0,0,5.96E-03,2.41E-03
0,0,5.96E-03,2.41E-03
0,0,5.97E-03,2.42E-03
0,0,5.98E-03,2.42E-03
0,0,5.99E-03,2.43E-03
0,0,5.99E-03,2.43E-03
0,0,6.00E-03,2.43E-03
0,0,6.01E-03,2.44E-03
0,0,6.02E-03,2.44E-03
0,0,6.02E-03,2.45E-03
0,0,6.03E-03,2.45E-03
0,0,6.04E-03,2.46E-03
0,0,6.04E-03,2.46E-03
0,0,6.05E-03,2.46E-03
0,0,6.06E-03,2.47E-03
0,0,6.07E-03,2.47E-03
0,0,6.07E-03,2.48E-03
0,0,6.08E-03,2.48E-03
0,0,6.09E-03,2.49E-03
0,0,6.10E-03,2.49E-03
0,0,6.10E-03,2.49E-03
0,0,6.11E-03,2.50E-03
0,0,6.12E-03,2.50E-03
0,0,6.12E-03,2.51E-03
0,0,6.13E-03,2.51E-03
0,0,6.14E-03,2.52E-03
0,0,6.14E-03,2.52E-03
0,0,6.15E-03,2.52E-03
0,0,6.16E-03,2.53E-03
0,0,6.17E-03,2.53E-03
0,0,6.17E-03,2.54E-03
0,0,6.18E-03,2.54E-03
0,0,6.19E-03,2.55E-03
0,0,6.19E-03,2.55E-03
0,0,6.20E-03,2.55E-03
0,0,6.21E-03,2.56E-03
0,0,6.21E-03,2.56E-03
0,0,6.22E-03,2.57E-03
0,0,6.23E-03,2.57E-03
0,0,6.24E-03,2.58E-03
0,0,6.24E-03,2.58E-03
0,0,6.25E-03,2.58E-03
0,0,6.26E-03,2.59E-03
0,0,6.26E-03,2.59E-03
0,0,6.27E-03,2.60E-03
0,0,6.28E-03,2.60E-03
0,0,6.28E-03,2.61E-03
0,0,6.29E-03,2.61E-03
0,0,6.30E-03,2.61E-03
0,0,6.30E-03,2.62E-03
0,0,6.31E-03,2.62E-03
0,0,6.32E-03,2.63E-03
0,0,6.32E-03,2.63E-03
0,0,6.33E-03,2.64E-03
0,0,6.34E-03,2.64E-03
0,0,6.34E-03,2.64E-03
0,0,6.35E-03,2.65E-03
0,0,6.36E-03,2.65E-03
0,0,6.36E-03,2.66E-03
0,0,6.37E-03,2.66E-03
0,0,6.38E-03,2.66E-03
0,0,6.38E-03,2.67E-03
0,0,6.39E-03,2.67E-03
0,0,6.40E-03,2.68E-03
0,0,6.40E-03,2.68E-03
0,0,6.41E-03,2.69E-03
0,0,6.42E-03,2.69E-03
0,0,6.42E-03,2.69E-03
0,0,6.43E-03,2.70E-03
0,0,6.44E-03,2.70E-03
0,0,6.44E-03,2.71E-03
0,0,6.45E-03,2.71E-03
0,0,6.45E-03,2.72E-03
0,0,6.46E-03,2.72E-03
0,0,6.47E-03,2.72E-03
0,0,6.47E-03,2.73E-03
0,0,6.48E-03,2.73E-03
0,0,6.49E-03,2.74E-03
0,0,6.49E-03,2.74E-03
0,0,6.50E-03,2.74E-03
0,0,6.51E-03,2.75E-03
0,0,6.51E-03,2.75E-03
0,0,6.52E-03,2.76E-03
0,0,6.52E-03,2.76E-03
0,0,6.53E-03,2.77E-03
0,0,0.006536716,0.002769651
0,0,0.006542952,0.002773822
0,0,0.006549173,0.002777991
0,0,0.006555382,0.002782158
0,0,0.006561578,0.002786324
0,0,0.006567761,0.002790487
0,0,0.00657393,0.002794649
0,0,0.006580087,0.002798809
0,0,0.00658623,0.002802968
0,0,0.006592361,0.002807124
0,0,0.006598478,0.002811279
0,0,0.006604583,0.002815432
0,0,0.006610674,0.002819583
0,0,0.006616753,0.002823733
0,0,0.006622818,0.00282788
0,0,0.006628871,0.002832026
0,0,0.006634911,0.002836171
0,0,0.006640938,0.002840313
0,0,0.006646952,0.002844454
0,0,0.006652953,0.002848592
0,0,0.006658941,0.002852729
0,0,0.006664917,0.002856865
0,0,0.00667088,0.002860998
0,0,0.006676829,0.00286513
0,0,0.006682767,0.002869259
0,0,0.006688691,0.002873387
0,0,0.006694603,0.002877514
0,0,0.006700502,0.002881638
0,0,0.006706388,0.002885761
0,0,0.006712261,0.002889882
0,0,0.006718122,0.002894001
0,0,0.00672397,0.002898118
0,0,0.006729806,0.002902233
0,0,0.006735629,0.002906347
0,0,0.006741439,0.002910458
0,0,0.006747237,0.002914568
0,0,0.006753022,0.002918676
0,0,0.006758795,0.002922783
0,0,0.006764555,0.002926887
0,0,0.006770303,0.00293099
0,0,0.006776038,0.002935091
0,0,0.00678176,0.00293919
0,0,0.00678747,0.002943287
0,0,0.006793168,0.002947382
0,0,0.006798853,0.002951476
0,0,0.006804526,0.002955567
0,0,0.006810186,0.002959657
0,0,0.006815834,0.002963745
0,0,0.00682147,0.002967831
0,0,0.006827093,0.002971915
0,0,0.006832704,0.002975998
0,0,0.006838302,0.002980078
0,0,0.006843888,0.002984157
0,0,0.006849462,0.002988234
0,0,0.006855024,0.002992309
0,0,0.006860573,0.002996382
0,0,0.00686611,0.003000454
0,0,0.006871635,0.003004523
0,0,0.006877148,0.003008591
0,0,0.006882648,0.003012656
0,0,0.006888137,0.00301672
0,0,0.006893613,0.003020782
0,0,0.006899077,0.003024843
0,0,0.006904528,0.003028901
0,0,0.006909968,0.003032957
0,0,0.006915396,0.003037012
0,0,0.006920811,0.003041064
0,0,0.006926215,0.003045115
0,0,0.006931606,0.003049164
0,0,0.006936985,0.003053211
0,0,0.006942353,0.003057256
0,0,0.006947708,0.0030613
0,0,0.006953051,0.003065341
0,0,0.006958383,0.00306938
0,0,0.006963702,0.003073418
0,0,0.006969009,0.003077454
0,0,0.006974305,0.003081488
0,0,0.006979588,0.00308552
0,0,0.00698486,0.00308955
0,0,0.00699012,0.003093578
0,0,0.006995368,0.003097604
0,0,0.007000604,0.003101628
0,0,0.007005828,0.003105651
0,0,0.00701104,0.003109671
0,0,0.007016241,0.00311369
0,0,0.00702143,0.003117707
0,0,0.007026607,0.003121721
0,0,0.007031772,0.003125734
0,0,0.007036926,0.003129745
0,0,0.007042068,0.003133754
0,0,0.007047198,0.003137762
0,0,0.007052316,0.003141767
0,0,0.007057423,0.00314577
0,0,0.007062518,0.003149772
0,0,0.007067601,0.003153771
0,0,0.007072673,0.003157769
0,0,0.007077733,0.003161764
0,0,0.007082782,0.003165758
0,0,0.007087819,0.00316975
0,0,0.007092844,0.00317374
0,0,0.007097858,0.003177728
0,0,0.007102861,0.003181714
0,0,0.007107852,0.003185698
0,0,0.007112831,0.00318968
0,0,0.007117799,0.00319366
0,0,0.007122755,0.003197638
0,0,0.0071277,0.003201614
0,0,0.007132633,0.003205589
0,0,0.007137555,0.003209561
0,0,0.007142466,0.003213532
0,0,0.007147365,0.0032175
0,0,0.007152253,0.003221467
0,0,0.007157129,0.003225431
0,0,0.007161995,0.003229394
0,0,0.007166848,0.003233355
0,0,0.007171691,0.003237313
0,0,0.007176522,0.00324127
0,0,0.007181342,0.003245225
0,0,0.00718615,0.003249178
0,0,0.007190948,0.003253129
0,0,0.007195734,0.003257078
0,0,0.007200509,0.003261025
0,0,0.007205272,0.00326497
0,0,0.007210025,0.003268913
0,0,0.007214766,0.003272854
0,0,0.007219496,0.003276793
0,0,0.007224215,0.00328073
0,0,0.007228923,0.003284665
0,0,0.007233619,0.003288598
0,0,0.007238305,0.00329253
0,0,0.007242979,0.003296459
0,0,0.007247643,0.003300386
0,0,0.007252295,0.003304311
0,0,0.007256936,0.003308235
0,0,0.007261566,0.003312156
0,0,0.007266186,0.003316075
0,0,0.007270794,0.003319992
0,0,0.007275391,0.003323908
0,0,0.007279977,0.003327821
0,0,0.007284553,0.003331732
0,0,0.007289117,0.003335642
0,0,0.007293671,0.003339549
0,0,0.007298213,0.003343454
0,0,0.007302745,0.003347358
0,0,0.007307265,0.003351259
0,0,0.007311775,0.003355158
0,0,0.007316274,0.003359056
0,0,0.007320763,0.003362951
0,0,0.00732524,0.003366844
0,0,0.007329706,0.003370736
0,0,0.007334162,0.003374625
0,0,0.007338607,0.003378512
0,0,0.007343041,0.003382397
0,0,0.007347465,0.003386281
0,0,0.007351878,0.003390162
0,0,0.00735628,0.003394041
0,0,0.007360671,0.003397918
0,0,0.007365052,0.003401794
0,0,0.007369422,0.003405667
0,0,0.007373781,0.003409538
0,0,0.00737813,0.003413407
0,0,0.007382468,0.003417274
0,0,0.007386795,0.003421139
0,0,0.007391112,0.003425002
0,0,0.007395418,0.003428863
0,0,0.007399714,0.003432722
0,0,0.007403999,0.003436579
0,0,0.007408274,0.003440434
0,0,0.007412538,0.003444287
0,0,0.007416791,0.003448138
0,0,0.007421034,0.003451987
0,0,0.007425267,0.003455833
0,0,0.007429489,0.003459678
0,0,0.007433701,0.003463521
0,0,0.007437902,0.003467361
0,0,0.007442093,0.0034712
0,0,0.007446273,0.003475036
0,0,0.007450443,0.003478871
0,0,0.007454603,0.003482703
0,0,0.007458752,0.003486534
0,0,0.007462891,0.003490362
0,0,0.00746702,0.003494188
0,0,0.007471138,0.003498012
0,0,0.007475246,0.003501835
0,0,0.007479344,0.003505655
0,0,0.007483431,0.003509473
0,0,0.007487508,0.003513289
0,0,0.007491575,0.003517103
0,0,0.007495632,0.003520915
0,0,0.007499678,0.003524724
0,0,0.007503714,0.003528532
0,0,0.00750774,0.003532338
0,0,0.007511756,0.003536141
0,0,0.007515762,0.003539943
0,0,0.007519757,0.003543742
0,0,0.007523743,0.00354754
0,0,0.007527718,0.003551335
0,0,0.007531683,0.003555128
0,0,0.007535639,0.003558919
0,0,0.007539584,0.003562708
0,0,0.007543519,0.003566495
0,0,0.007547444,0.00357028
0,0,0.007551358,0.003574063
0,0,0.007555263,0.003577844
0,0,0.007559158,0.003581622
0,0,0.007563043,0.003585399
0,0,0.007566918,0.003589173
0,0,0.007570783,0.003592946
0,0,0.007574638,0.003596716
0,0,0.007578483,0.003600484
0,0,0.007582318,0.00360425
0,0,0.007586143,0.003608014
0,0,0.007589959,0.003611776
0,0,0.007593764,0.003615536
0,0,0.00759756,0.003619294
0,0,0.007601346,0.003623049
0,0,0.007605122,0.003626803
0,0,0.007608888,0.003630554
0,0,0.007612644,0.003634304
0,0,0.007616391,0.003638051
0,0,0.007620128,0.003641796
0,0,0.007623855,0.003645539
0,0,0.007627572,0.00364928
0,0,0.007631279,0.003653019
0,0,0.007634977,0.003656755
0,0,0.007638665,0.00366049
0,0,0.007642344,0.003664222
0,0,0.007646012,0.003667953
0,0,0.007649672,0.003671681
0,0,0.007653321,0.003675407
0,0,0.007656961,0.003679131
0,0,0.007660591,0.003682853
0,0,0.007664211,0.003686572
0,0,0.007667822,0.00369029
0,0,0.007671424,0.003694005
0,0,0.007675016,0.003697719
0,0,0.007678598,0.00370143
0,0,0.007682171,0.003705139
0,0,0.007685734,0.003708846
0,0,0.007689288,0.003712551
0,0,0.007692832,0.003716254
0,0,0.007696366,0.003719954
0,0,0.007699892,0.003723653
0,0,0.007703408,0.003727349
0,0,0.007706914,0.003731043
0,0,0.007710411,0.003734735
0,0,0.007713898,0.003738425
0,0,0.007717376,0.003742113
0,0,0.007720845,0.003745799
0,0,0.007724305,0.003749482
0,0,0.007727755,0.003753163
0,0,0.007731195,0.003756843
0,0,0.007734627,0.00376052
0,0,0.007738049,0.003764195
0,0,0.007741461,0.003767867
0,0,0.007744865,0.003771538
0,0,0.007748259,0.003775206
0,0,0.007751644,0.003778873
0,0,0.007755019,0.003782537
0,0,0.007758386,0.003786199
0,0,0.007761743,0.003789859
