btt 50,btt 50
-0.000234514,0
-0.000229335,0
-0.000224166,0
-0.000219006,0
-0.000213856,0
-0.000208716,0
-0.000203585,0
-0.000198463,0
-0.000193351,0
-0.000188248,0
-0.000183155,0
-0.000178071,0
-0.000172997,0
-0.000167932,0
-0.000162876,0
-0.00015783,0
-0.000152793,0
-0.000147765,0
-0.000142746,0
-0.000137737,0
-0.000132736,0
-0.000127745,0
-0.000122763,0
-0.00011779,0
-0.000112826,0
-0.000107872,0
-0.000102926,0
-9.80E-05,0
-9.31E-05,0
-8.81E-05,0
-8.32E-05,0
-7.83E-05,0
-7.34E-05,0
-6.86E-05,0
-6.37E-05,0
-5.88E-05,0
-5.40E-05,0
-4.91E-05,0
-4.43E-05,0
-3.94E-05,0
-3.46E-05,0
-2.98E-05,0
-2.50E-05,0
-2.02E-05,0
-1.54E-05,0
-1.06E-05,0
-5.86E-06,0
-1.10E-06,0
3.65E-06,0
8.40E-06,0
1.31E-05,0
1.79E-05,0
2.26E-05,0
2.73E-05,0
3.20E-05,0
3.67E-05,0
4.14E-05,0
4.61E-05,0
5.07E-05,0
5.54E-05,0
6.00E-05,0
6.47E-05,0
6.93E-05,0
7.40E-05,0
7.86E-05,0
8.32E-05,0
8.78E-05,0
9.24E-05,0
9.70E-05,0
0.000101568,0
0.000106142,0
0.000110707,0
0.000115265,0
0.000119815,0
0.000124358,0
0.000128892,0
0.000133419,0
0.000137938,0
0.000142449,0
0.000146952,0
0.000151448,0
0.000155936,0
0.000160416,0
0.000164889,0
0.000169355,0
0.000173812,0
0.000178262,0
0.000182705,0
0.00018714,0
0.000191568,0
0.000195988,0
0.000200401,0
0.000204806,0
0.000209204,0
0.000213595,0
0.000217978,0
0.000222354,0
0.000226723,0
0.000231084,0
0.000235438,0
0.000239785,0
0.000244125,0
0.000248458,0
0.000252783,0
0.000257102,0
0.000261413,0
0.000265717,0
0.000270014,0
0.000274305,0
0.000278588,0
0.000282864,0
0.000287133,0
0.000291395,0
0.000295651,0
0.000299899,0
0.000304141,0
0.000308376,0
0.000312603,0
0.000316825,0
0.000321039,0
0.000325247,0
0.000329448,0
0.000333642,0
0.000337829,0
0.00034201,0
0.000346184,0
0.000350352,0
0.000354513,0
0.000358667,0
0.000362815,0
0.000366957,0
0.000371092,0
0.00037522,0
0.000379342,0
0.000383457,0
0.000387567,0
0.000391669,0
0.000395766,0
