bur2 50,bur2 50
0.008441568,0
0.008454334,0
0.008467109,0
0.008479895,0
0.008492692,0
0.008505498,0
0.008518314,0
0.00853114,0
0.008543977,0
0.008556823,0
0.00856968,0
0.008582546,0
0.008595423,0
0.00860831,0
0.008621206,0
0.008634113,0
0.008647029,0
0.008659956,0
0.008672892,0
0.008685839,0
0.008698795,0
0.008711761,0
0.008724737,0
0.008737723,0
0.008750719,0
0.008763725,0
0.00877674,0
0.008789766,0
0.008802801,0
0.008815846,0
0.008828901,0
0.008841966,0
0.00885504,0
0.008868124,0
0.008881218,0
0.008894322,0
0.008907436,0
0.008920559,0
0.008933692,0
0.008946834,0
0.008959986,0
0.008973148,0
0.00898632,0
0.008999501,0
0.009012692,0
0.009025893,0
0.009039103,0
0.009052323,0
0.009065552,0
0.009078791,0
0.00909204,0
0.009105298,0
0.009118565,0
0.009131843,0
0.009145129,0
0.009158426,0
0.009171731,0
0.009185046,0
0.009198371,0
0.009211705,0
0.009225049,0
0.009238402,0
0.009251765,0
0.009265137,0
0.009278518,0
0.009291909,0
0.009305309,0
0.009318718,0
0.009332137,0
0.009345565,0
0.009359003,0
0.00937245,0
0.009385906,0
0.009399372,0
0.009412847,0
0.009426331,0
0.009439824,0
0.009453327,0
0.009466839,0
0.00948036,0
0.00949389,0
0.00950743,0
0.009520979,0
0.009534537,0
0.009548104,0
0.00956168,0
0.009575266,0
0.009588861,0
0.009602465,0
0.009616078,0
0.0096297,0
0.009643331,0
0.009656971,0
0.009670621,0
0.009684279,0
0.009697947,0
0.009711623,0
0.009725309,0
0.009739003,0
0.009752707,0
0.00976642,0
0.009780141,0
0.009793872,0
0.009807612,0
0.00982136,0
0.009835118,0
0.009848884,0
0.00986266,0
0.009876444,0
0.009890237,0
0.00990404,0
0.009917851,0
0.009931671,0
0.009945499,0
0.009959337,0
0.009973183,0
0.009987039,0
0.010000903,0
0.010014776,0
0.010028658,0
0.010042548,0
0.010056447,0
0.010070355,0
0.010084272,0
0.010098198,0
0.010112132,0
0.010126075,0
0.010140027,0
0.010153987,0
0.010167957,0
0.010181934,0
0.010195921,0
0.010209916,0
0.01022392,0
0.010237932,0
0.010251953,0
0.010265983,0
0.010280021,0
0.010294068,0
0.010308124,0
0.010322188,0
0.01033626,0
0.010350341,0
0.010364431,0
0.010378529,0
0.010392636,0
0.010406751,0
0.010420875,0
0.010435007,0
0.010449148,0
0.010463297,0
0.010477455,0
0.010491621,0
0.010505795,0
0.010519978,0
0.010534169,0
0.010548369,0
0.010562577,0
0.010576794,0
0.010591019,0
0.010605252,0
0.010619493,0
0.010633743,0
0.010648002,0
0.010662268,0
0.010676543,0
0.010690826,0
0.010705118,0
0.010719417,0
0.010733725,0
0.010748042,0
0.010762366,0
0.010776699,0
0.01079104,0
0.010805389,0
0.010819746,0
0.010834112,0
0.010848486,0
0.010862868,0
0.010877258,0
0.010891656,0
0.010906062,0
0.010920477,0
0.010934899,0
0.01094933,0
0.010963769,0
0.010978216,0
0.010992671,0
0.011007134,0
0.011021605,0
0.011036084,0
0.011050572,0
0.011065067,0
0.01107957,0
0.011094081,0
0.011108601,0
0.011123128,0
0.011137663,0
0.011152206,0
0.011166757,0
0.011181316,0
0.011195883,0
0.011210458,0
0.011225041,0
0.011239632,0
0.011254231,0
0.011268837,0
0.011283452,0
0.011298074,0
0.011312704,0
0.011327342,0
0.011341988,0
0.011356642,0
0.011371303,0
0.011385972,0
0.011400649,0
0.011415334,0
0.011430027,0
0.011444727,0
0.011459435,0
0.011474151,0
0.011488875,0
0.011503606,0
0.011518345,0
0.011533092,0
0.011547847,0
0.011562609,0
0.011577378,0
0.011592156,0
0.011606941,0
0.011621734,0
0.011636534,0
0.011651342,0
0.011666158,0
0.011680981,0
0.011695812,0
0.01171065,0
0.011725496,0
0.01174035,0
0.011755211,0
0.01177008,0
0.011784956,0
0.01179984,0
0.011814731,0
0.01182963,0
0.011844536,0
0.01185945,0
0.011874371,0
0.0118893,0
0.011904236,0
0.011919179,0
0.01193413,0
0.011949089,0
0.011964055,0
0.011979028,0
0.011994009,0
0.012008997,0
0.012023992,0
0.012038995,0
0.012054005,0
0.012069023,0
0.012084048,0
0.01209908,0
0.012114119,0
0.012129166,0
0.01214422,0
0.012159282,0
0.01217435,0
0.012189426,0
0.01220451,0
0.0122196,0
0.012234698,0
0.012249803,0
0.012264915,0
0.012280035,0
0.012295161,0
0.012310295,0
0.012325436,0
0.012340584,0
0.01235574,0
0.012370902,0
0.012386072,0
0.012401249,0
0.012416433,0
0.012431624,0
0.012446822,0
0.012462027,0
0.012477239,0
0.012492459,0
0.012507685,0
0.012522919,0
0.01253816,0
0.012553407,0
0.012568662,0
0.012583924,0
0.012599193,0
0.012614468,0
0.012629751,0
0.012645041,0
0.012660338,0
0.012675641,0
0.012690952,0
0.01270627,0
0.012721594,0
0.012736926,0
0.012752264,0
0.01276761,0
0.012782962,0
0.012798321,0
0.012813687,0
0.01282906,0
0.01284444,0
0.012859827,0
0.01287522,0
0.01289062,0
0.012906028,0
0.012921442,0
0.012936862,0
0.01295229,0
0.012967724,0
0.012983166,0
0.012998614,0
0.013014068,0
0.01302953,0
0.013044998,0
0.013060473,0
0.013075955,0
0.013091443,1.75E-14
0.013106938,1.52E-12
0.01312244,1.93E-11
0.013137949,9.12E-11
0.013153464,2.76E-10
0.013168986,6.52E-10
0.013184515,1.31E-09
0.01320005,2.36E-09
0.013215592,3.92E-09
0.01323114,6.12E-09
0.013246696,9.10E-09
0.013262257,1.30E-08
0.013277826,1.80E-08
0.013293401,2.42E-08
0.013308982,3.17E-08
0.013324571,4.09E-08
0.013340165,5.17E-08
0.013355767,6.44E-08
0.013371375,7.91E-08
0.013386989,9.60E-08
0.01340261,1.15E-07
0.013418238,1.37E-07
0.013433872,1.62E-07
0.013449512,1.89E-07
0.013465159,2.19E-07
0.013480813,2.53E-07
0.013496473,2.90E-07
0.01351214,3.30E-07
0.013527813,3.74E-07
0.013543492,4.21E-07
0.013559178,4.73E-07
0.01357487,5.28E-07
0.013590569,5.88E-07
0.013606275,6.52E-07
0.013621986,7.20E-07
0.013637704,7.93E-07
0.013653429,8.71E-07
0.01366916,9.53E-07
0.013684897,1.04E-06
0.013700641,1.13E-06
0.013716391,1.23E-06
0.013732147,1.33E-06
0.01374791,1.44E-06
0.013763679,1.55E-06
0.013779454,1.67E-06
0.013795236,1.79E-06
0.013811024,1.92E-06
0.013826818,2.06E-06
0.013842619,2.20E-06
0.013858425,2.35E-06
0.013874239,2.50E-06
0.013890058,2.66E-06
0.013905884,2.83E-06
0.013921716,3.00E-06
0.013937554,3.17E-06
0.013953398,3.36E-06
0.013969249,3.55E-06
0.013985106,3.74E-06
0.014000969,3.95E-06
0.014016838,4.16E-06
0.014032714,4.37E-06
0.014048595,4.59E-06
0.014064483,4.82E-06
0.014080377,5.06E-06
0.014096277,5.30E-06
0.014112184,5.55E-06
0.014128096,5.80E-06
0.014144015,6.07E-06
0.014159939,6.34E-06
0.01417587,6.61E-06
0.014191807,6.90E-06
0.01420775,7.19E-06
0.014223699,7.49E-06
0.014239655,7.80E-06
0.014255616,8.12E-06
0.014271583,8.44E-06
0.014287557,8.78E-06
0.014303536,9.12E-06
0.014319521,9.47E-06
0.014335513,9.83E-06
0.01435151,1.02E-05
0.014367514,1.06E-05
0.014383524,1.10E-05
0.014399539,1.14E-05
0.014415561,1.18E-05
0.014431588,1.22E-05
0.014447622,1.26E-05
0.014463661,1.31E-05
0.014479706,1.35E-05
0.014495758,1.40E-05
0.014511815,1.44E-05
0.014527878,1.49E-05
0.014543947,1.54E-05
0.014560022,1.59E-05
0.014576103,1.64E-05
0.01459219,1.70E-05
0.014608283,1.75E-05
0.014624382,1.80E-05
0.014640486,1.86E-05
0.014656597,1.92E-05
0.014672713,1.98E-05
0.014688835,2.03E-05
0.014704963,2.10E-05
0.014721096,2.16E-05
0.014737236,2.22E-05
0.014753381,2.28E-05
0.014769532,2.35E-05
0.014785689,2.42E-05
0.014801852,2.48E-05
0.014818021,2.55E-05
0.014834195,2.62E-05
0.014850375,2.69E-05
0.014866561,2.77E-05
0.014882752,2.84E-05
0.01489895,2.92E-05
0.014915153,2.99E-05
0.014931362,3.07E-05
0.014947576,3.15E-05
0.014963796,3.23E-05
0.014980022,3.31E-05
0.014996254,3.39E-05
0.015012491,3.48E-05
0.015028734,3.56E-05
0.015044983,3.65E-05
0.015061237,3.74E-05
0.015077497,3.83E-05
0.015093762,3.92E-05
0.015110034,4.01E-05
0.01512631,4.10E-05
0.015142593,4.20E-05
0.015158881,4.29E-05
0.015175175,4.39E-05
0.015191474,4.49E-05
0.015207779,4.59E-05
0.015224089,4.69E-05
0.015240405,4.79E-05
0.015256727,4.89E-05
0.015273054,5.00E-05
0.015289386,5.10E-05
0.015305724,5.21E-05
0.015322068,5.32E-05
0.015338417,5.43E-05
0.015354772,5.54E-05
0.015371132,5.66E-05
0.015387498,5.77E-05
0.015403869,5.89E-05
0.015420246,6.01E-05
0.015436628,6.13E-05
0.015453016,6.25E-05
0.015469409,6.37E-05
0.015485808,6.50E-05
0.015502212,6.62E-05
0.015518621,6.75E-05
0.015535036,6.88E-05
0.015551457,7.01E-05
0.015567882,7.14E-05
0.015584313,7.27E-05
0.01560075,7.41E-05
0.015617192,7.55E-05
0.015633639,7.69E-05
0.015650092,7.83E-05
0.01566655,7.97E-05
0.015683013,8.11E-05
0.015699482,8.26E-05
0.015715956,8.40E-05
0.015732436,8.55E-05
0.01574892,8.70E-05
0.01576541,8.85E-05
0.015781906,9.01E-05
0.015798407,9.16E-05
0.015814913,9.32E-05
0.015831424,9.48E-05
0.01584794,9.64E-05
0.015864462,9.80E-05
0.015880989,9.96E-05
0.015897522,0.000101255
0.015914059,0.000102918
0.015930602,0.000104598
0.01594715,0.000106293
0.015963703,0.000108005
0.015980262,0.000109733
0.015996826,0.000111477
0.016013395,0.000113237
0.016029969,0.000115014
0.016046548,0.000116806
0.016063133,0.000118615
0.016079722,0.00012044
0.016096317,0.000122281
0.016112917,0.000124138
0.016129522,0.000126012
0.016146133,0.000127903
0.016162748,0.00012981
0.016179369,0.000131733
0.016195994,0.000133674
0.016212625,0.000135631
0.016229261,0.000137605
0.016245902,0.000139597
0.016262548,0.000141605
0.016279199,0.000143631
0.016295856,0.000145674
0.016312517,0.000147735
0.016329183,0.000149813
0.016345855,0.000151909
0.016362531,0.000154022
0.016379213,0.000156153
0.016395899,0.000158302
0.016412591,0.000160469
0.016429287,0.000162654
0.016445989,0.000164857
0.016462696,0.000167078
0.016479407,0.000169317
0.016496124,0.000171575
0.016512845,0.000173851
0.016529572,0.000176145
0.016546303,0.000178457
0.01656304,0.000180788
0.016579781,0.000183137
0.016596528,0.000185505
0.016613279,0.000187891
0.016630035,0.000190296
0.016646796,0.000192719
0.016663562,0.000195161
0.016680333,0.000197621
0.016697109,0.0002001
0.01671389,0.000202597
0.016730675,0.000205113
0.016747466,0.000207647
0.016764261,0.000210199
0.016781062,0.00021277
0.016797867,0.00021536
0.016814677,0.000217968
0.016831491,0.000220594
0.016848311,0.000223239
0.016865135,0.000225902
0.016881965,0.000228583
0.016898799,0.000231283
0.016915638,0.000234
0.016932481,0.000236736
0.01694933,0.00023949
0.016966183,0.000242262
0.016983041,0.000245052
0.016999904,0.00024786
0.017016771,0.000250686
0.017033644,0.000253529
0.017050521,0.000256391
0.017067403,0.00025927
0.017084289,0.000262167
0.01710118,0.000265082
0.017118076,0.000268016
0.017134977,0.000270967
0.017151882,0.000273936
0.017168792,0.000276923
0.017185707,0.000279929
0.017202627,0.000282953
0.017219551,0.000285995
0.01723648,0.000289056
0.017253413,0.000292135
0.017270351,0.000295233
0.017287294,0.00029835
0.017304241,0.000301485
0.017321193,0.000304639
0.01733815,0.000307812
0.017355111,0.000311004
0.017372077,0.000314215
0.017389048,0.000317445
0.017406023,0.000320694
0.017423002,0.000323962
0.017439987,0.00032725
0.017456976,0.000330556
0.017473969,0.000333882
0.017490967,0.000337228
0.01750797,0.000340592
0.017524977,0.000343977
0.017541988,0.00034738
0.017559004,0.000350803
0.017576025,0.000354246
0.01759305,0.000357708
0.01761008,0.000361189
0.017627114,0.00036469
0.017644153,0.00036821
0.017661196,0.00037175
0.017678244,0.000375309
0.017695296,0.000378888
0.017712353,0.000382486
0.017729414,0.000386104
0.01774648,0.000389741
0.01776355,0.000393398
0.017780625,0.000397073
0.017797704,0.000400768
0.017814787,0.000404483
0.017831875,0.000408216
0.017848967,0.000411969
0.017866064,0.000415741
0.017883165,0.000419532
0.01790027,0.000423342
0.01791738,0.000427171
0.017934494,0.000431019
0.017951613,0.000434885
0.017968736,0.000438771
0.017985863,0.000442675
0.018002995,0.000446598
0.018020131,0.000450539
0.018037272,0.000454499
0.018054416,0.000458478
0.018071565,0.000462475
0.018088719,0.00046649
0.018105877,0.000470524
0.018123039,0.000474577
0.018140205,0.000478648
0.018157376,0.000482737
0.018174551,0.000486845
0.01819173,0.000490972
0.018208914,0.000495117
0.018226101,0.000499282
0.018243293,0.000503465
0.01826049,0.000507667
0.01827769,0.000511888
0.018294895,0.000516128
0.018312104,0.000520387
0.018329317,0.000524665
0.018346535,0.000528963
0.018363757,0.00053328
0.018380983,0.000537616
0.018398213,0.000541971
0.018415447,0.000546346
0.018432686,0.00055074
0.018449929,0.000555154
0.018467176,0.000559588
0.018484427,0.000564041
0.018501682,0.000568513
0.018518941,0.000573006
0.018536205,0.000577517
0.018553473,0.000582049
0.018570745,0.0005866
0.018588021,0.000591171
0.018605301,0.000595762
0.018622585,0.000600372
0.018639873,0.000605002
0.018657166,0.000609652
0.018674462,0.000614321
0.018691763,0.000619011
0.018709068,0.000623719
0.018726377,0.000628448
0.01874369,0.000633196
0.018761007,0.000637963
0.018778328,0.00064275
0.018795653,0.000647557
0.018812982,0.000652383
0.018830315,0.000657229
